col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected
949,1,TypeB,45600,000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111100000000000111111110000000001111111100000000000011111110000000000000011111111,1,0
950,2,TypeB,45600,000000000000000000000000000000000000000000000000000000000000000000000000000000000001111111100000000000111111110000000001111111100000000000011111110000000000000011111111,1,0
951,3,TypeC,29300,000000000000000000000000000000000001111100000000000000000000011100000000000000111111000000000011111100000000000000000000001111110000000000000000000000000000000000000000,1,0
952,4,TypeC,29300,000000000000000000000000000000000001111100000000000000000000011100000000000000111111000000000011111100000000000000000000001111110000000000000000000000000000000000000000,1,0
953,0,TypeA,53600,000000111111111000000000000000000000000000000000000000111111111000000000000000000000000000000001111111111000000000000000000011111111110000000000000000001111111110000000,1,0
954,1,TypeB,43200,000000000000000000000000000000000000000000000000000000000000000001111111100000000001111111100000000000111111110000000001111111100000000000000000000000001111111000000000,1,0
955,2,TypeB,43200,000000000000000000000000000000000000000000000000000000000000000001111111100000000001111111100000000000111111110000000001111111100000000000000000000000001111111000000000,1,0
956,3,TypeC,30700,000000000000000000001111100000000001111100000000000000000000000000011111100000000000011111100000000000000000000000000000001111110000000000000000000000000000000000000000,1,0
957,4,TypeC,30700,000000000000000000001111100000000001111100000000000000000000000000011111100000000000011111100000000000000000000000000000001111110000000000000000000000000000000000000000,1,0
958,0,TypeA,52400,000000111111111000000000000000000001111111110000000000000001111111110000000000000000000000111111111100000000000000000000000000000000011111111110000000000000000000000000,1,0
959,1,TypeB,44600,000000000000000000000000000000000000000000000000000000000000011111110000000000000000000011111111000000000000000000000001111111100000000000011111110000000000000011111111,1,0
960,2,TypeB,44600,000000000000000000000000000000000000000000000000000000000000011111110000000000000000000011111111000000000000000000000001111111100000000000011111110000000000000011111111,1,0
961,3,TypeC,30700,000000000000000000000000000000000001111100000000000011111000000000011111100000000000011111100000000000000000000000000000001111110000000000000000000000000000000000000000,1,0
962,4,TypeC,30700,000000000000000000000000000000000001111100000000000011111000000000011111100000000000011111100000000000000000000000000000001111110000000000000000000000000000000000000000,1,0
963,0,TypeA,54300,000000000000000000000000000000000001111111110000000000000000001111111111000000000000000000111111111100000000000000000000000011111111110000000000000000001111111110000000,1,0
964,1,TypeB,39000,000000000000001111111000000000000000000000000000111111100000000000000000000000000000000011111111000000000000000000001111111000000000011111110000000000000000000000000000,1,0
965,2,TypeB,39000,000000000000001111111000000000000000000000000000111111100000000000000000000000000000000011111111000000000000000000001111111000000000011111110000000000000000000000000000,1,0
966,3,TypeC,29700,000000000000000000000000000000000001111100000000000000000000000000011111100000000000011111100000000000000000000000000000001111110000000000000000000000000000000000001111,1,0
967,4,TypeC,29700,000000000000000000000000000000000001111100000000000000000000000000011111100000000000011111100000000000000000000000000000001111110000000000000000000000000000000000001111,1,0
968,0,TypeA,54200,011111111110000000000000000000000000000000000000000000111111111000000000000000000000000000000000001111111110000000000000000011111111110000000000000000001111111110000000,1,0
969,1,TypeB,41200,000000000000001111111100000000000000011111110000000000000000000000000000000000000000000011111111000000000000000000000000000000000000011111110000000000000011111110000000,1,0
970,2,TypeB,41200,000000000000001111111100000000000000011111110000000000000000000000000000000000000000000011111111000000000000000000000000000000000000011111110000000000000011111110000000,1,0
971,3,TypeC,29300,000000000000000000000000000000000000011111000000000000000000011111000000000000111111000000000011111100000000000000001111000000000000000000000000000000000000000000000000,1,0
972,4,TypeC,29300,000000000000000000000000000000000000011111000000000000000000011111000000000000111111000000000011111100000000000000001111000000000000000000000000000000000000000000000000,1,0
973,0,TypeA,51800,011111111110000000000000000000000001111111110000000000000001111111110000000000000000000000000000000000000000000000000000000011111111110000000000000000001111111110000000,1,0
974,1,TypeB,40000,000000000000001111111100000000000000011111110000000000000000000000000000000000000000000011111111000000000000000000001111111000000000011111110000000000000000000000000000,1,0
975,2,TypeB,40000,000000000000001111111100000000000000011111110000000000000000000000000000000000000000000011111111000000000000000000001111111000000000011111110000000000000000000000000000,1,0
976,3,TypeC,31300,000000000000000000011111100000000001111100000000000000000000000000011111100000000000011111100000000000111110000000000000000000000000000000000000000000000000000000000000,1,0
977,4,TypeC,31300,000000000000000000011111100000000001111100000000000000000000000000011111100000000000011111100000000000111110000000000000000000000000000000000000000000000000000000000000,1,0
978,0,TypeA,50900,000000000000000000000000000000000000000000000000000000111111111000000000000000111111111100000000000000001111111110000000000011111111110000000000000000001111111110000000,1,0
979,1,TypeB,40000,000000000000001111111100000000000000011111110000000000000000000000000000000000111111110000000000000000000000000000001111111000000000011111110000000000000000000000000000,1,0
980,2,TypeB,40000,000000000000001111111100000000000000011111110000000000000000000000000000000000111111110000000000000000000000000000001111111000000000011111110000000000000000000000000000,1,0
981,3,TypeC,30300,000000000000000000000000000000000001111100000000000000000000000000011111100000000001111110000000000111111000000000001111000000000000000000000000000000000000000000000000,1,0
982,4,TypeC,30300,000000000000000000000000000000000001111100000000000000000000000000011111100000000001111110000000000111111000000000001111000000000000000000000000000000000000000000000000,1,0
983,0,TypeA,53900,011111111110000000000000000000000001111111110000000000000000000000000011111111100000000000000000000000001111111110000000000000000000011111111110000000000000000000000000,1,0
984,1,TypeB,40100,000000001111111000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000001111111000000000011111110000000001111111000000000000,1,0
985,2,TypeB,40100,000000001111111000000000000000000000000000000000111111100000000000000000000000000000000000000000000000000000000000001111111000000000011111110000000001111111000000000000,1,0
986,3,TypeC,30000,000000000000000000000000000000000001111100000000000000000000000000011111100000000000000000000011111100000000000000001111000000000000000000000000000000001111110000000000,1,0
987,4,TypeC,30000,000000000000000000000000000000000001111100000000000000000000000000011111100000000000000000000011111100000000000000001111000000000000000000000000000000001111110000000000,1,0
988,0,TypeA,53500,000000111111111000000000000000000000000000000000000000111111111000000000000000000000000000111111111100000000000000001111111110000000000000000000000000001111111110000000,1,0
989,1,TypeB,38100,000000001111111000000000000000000000011111110000000000111111110000000000000000000000000000000000000000000011111110000000000000000000000000000000000001111111000000000000,1,0
990,2,TypeB,38100,000000001111111000000000000000000000011111110000000000111111110000000000000000000000000000000000000000000011111110000000000000000000000000000000000001111111000000000000,1,0
991,3,TypeC,30200,000000111110000000000000000000000001110000000000000000000000000000011111100000000000011111100000000000000000000000000000000000000000000000000000000000001111110000000000,1,0
992,4,TypeC,30200,000000111110000000000000000000000001110000000000000000000000000000011111100000000000011111100000000000000000000000000000000000000000000000000000000000001111110000000000,1,0
993,0,TypeA,56800,011111111110000000000000000000000000000000000000111111111000000000000011111111100000000000000000000000000000000000001111111110000000000000000000000000001111111110000000,1,0
994,1,TypeB,40000,000000000000000000000111111110000000000000000000111111100000000000000000000000111111110000000000000000000000000000001111111000000000000000000000000000000011111110000000,1,0
995,2,TypeB,40000,000000000000000000000111111110000000000000000000111111100000000000000000000000111111110000000000000000000000000000001111111000000000000000000000000000000011111110000000,1,0
996,3,TypeC,30500,000000000000000000000000000000000001110000000000000000000000011111000000000000111111000000000011111100000000000000000000000000000000000000000000000000001111110000000000,1,0
997,4,TypeC,30500,000000000000000000000000000000000001110000000000000000000000011111000000000000111111000000000011111100000000000000000000000000000000000000000000000000001111110000000000,1,0
998,0,TypeA,54600,011111111100000000000000000000000000000000000000000000000000011111111110000000000000011111111110000000000000000000000000000011111111110000000000000000001111111110000000,1,0
999,1,TypeB,40400,000000000000001111111100000000000000011111110000000000000000000001111111100000000000000000000000000000000011111110000000000000111111110000000000000000000000000000000000,1,0
1000,2,TypeB,40400,000000000000001111111100000000000000011111110000000000000000000001111111100000000000000000000000000000000011111110000000000000111111110000000000000000000000000000000000,1,0
1001,3,TypeC,29900,000000000000000000000000000000000001111100000000000000000000000000000000000000111111000000000011111000000000000000001111000000000000000000000000000000001111110000000000,1,0
1002,4,TypeC,29900,000000000000000000000000000000000001111100000000000000000000000000000000000000111111000000000011111000000000000000001111000000000000000000000000000000001111110000000000,1,0
1003,0,TypeA,53100,000000111111111000000000000000000000000000000000000000000000011111111110000000000000011111111110000000000000000000000000000011111111110000000000000000001111111110000000,1,0
1004,1,TypeB,39000,000000000000001111111100000000000000011111110000000000000000011111110000000000000000000000000000000000000000000000001111111000000000000000000000000001111111000000000000,1,0
1005,2,TypeB,39000,000000000000001111111100000000000000011111110000000000000000011111110000000000000000000000000000000000000000000000001111111000000000000000000000000001111111000000000000,1,0
1006,3,TypeC,31800,000000000000001111110000000000000001111100000000000000000000000000000000000000111111000000000000000000000000000000001111000000000000000000000000000000001111110000000000,1,0
1007,4,TypeC,31800,000000000000001111110000000000000001111100000000000000000000000000000000000000111111000000000000000000000000000000001111000000000000000000000000000000001111110000000000,1,0
