col_id,emp_id,emp_type,cost,schedule_pattern,in_final_mip,is_selected
33,3,TypeC,26800,000000000000011110000000000000000111000000000000000000000000000000000000000000000000011110000000000000000000000111110000000000111111000000000000000000000000000000000000,1,0
34,4,TypeC,26800,000000000000011110000000000000000111000000000000000000000000000000000000000000000000011110000000000000000000000111110000000000111111000000000000000000000000000000000000,1,0
35,0,TypeA,47600,000000000000111111110000000000000000000000000000000000001111111100000000000111111110000000000000000000011111111110000000000000011111111110000000000000000000000000000000,1,0
36,1,TypeB,40400,000000000000011111110000000000000000000000000000000000001111111000000000000111111110000000000000000000000000000111111110000000000011111111000000000000000000000000000000,1,0
37,2,TypeB,40400,000000000000011111110000000000000000000000000000000000001111111000000000000111111110000000000000000000000000000111111110000000000011111111000000000000000000000000000000,1,0
38,3,TypeC,26600,000000000000000011110000000000000000000000000000000000001111110000000000000111100000000000000000000000000000000000000011100000000001111110000000000000000000000000000000,1,0
39,4,TypeC,26600,000000000000000011110000000000000000000000000000000000001111110000000000000111100000000000000000000000000000000000000011100000000001111110000000000000000000000000000000,1,0
40,0,TypeA,56500,000000000000000000000000000000000000000000000000011111111100000000000111111110000000000011111111100000000000000000000011111111110000000000000000000000000000111111111100,1,0
41,1,TypeB,40800,000000000000000000000000000000000000000000000000000011111111000000000111111100000000000000001111100000000000000000000000111111110000000000000000000000000000001111111100,1,0
42,2,TypeB,40800,000000000000000000000000000000000000000000000000000011111111000000000111111100000000000000001111100000000000000000000000111111110000000000000000000000000000001111111100,1,0
43,3,TypeC,27500,000000000000000000000000000000000000000000000000000000001111110000000000111100000000000000001111100000000000000000000000001111110000000000000000000000000000000000011111,1,0
44,4,TypeC,27500,000000000000000000000000000000000000000000000000000000001111110000000000111100000000000000001111100000000000000000000000001111110000000000000000000000000000000000011111,1,0
45,0,TypeA,52500,000000111111110000000000000000000000000000000000111111111100000000000111111110000000000000000000000000000000000000000000000000111111111100000000000000011111111100000000,1,0
46,1,TypeB,41500,000000111111110000000000000000000000000000000000000000001111111000000000000000000011111110000000000000000000000000000000111111110000000000000000000000000000111111100000,1,0
47,2,TypeB,41500,000000111111110000000000000000000000000000000000000000001111111000000000000000000011111110000000000000000000000000000000111111110000000000000000000000000000111111100000,1,0
48,3,TypeC,30800,000000111110000000000000000001111100000000000000000000000111111000000000000000000000000000000000000000000000000000000000000000111111000000000000000000000000111100000000,1,0
49,4,TypeC,30800,000000111110000000000000000001111100000000000000000000000111111000000000000000000000000000000000000000000000000000000000000000111111000000000000000000000000111100000000,1,0
50,0,TypeA,54200,000000000000111111110000000000000000000000000000111111110000000000011111111100000000000011111111100000000000000000000000000000000000000000000011111111110000000000000000,1,0
51,1,TypeB,33800,000000000000111111110000000001111111000000000000111100000000000000000111111100000000000000000000000000000000000000000000000000000000000000000000001111110000000000000000,1,0
